DrugGEN-NoTarget_MOL_ID,SMILES
MOL_03_003770,COc1ccc(C(O)Nc2ccc(C(O)N3CCCc4ccccc43)cc2)cc1
MOL_03_003140,COc1ccc(CNC(O)C(O)NCC(c2ccco2)S(O)(O)c2ccc(C)cc2)cc1
MOL_03_008488,CC(O)NC1NCC(N(C)C(O)CC(N)CCCNC(N)N)C(O)N1
MOL_03_008670,COc1cc2c(cc1OC)C(c1cc(OC)c(O)c(OC)c1)C1C(O)OCC1C2OC1OC2COC(C)OC2C(O)C1O
MOL_03_006211,OC(Nc1ccc(CC(NC(O)C2CCc3ccccc3C2)C(O)O)cc1)c1ccnc2ccccc12
MOL_03_005776,CCCCCCCCNC(O)Nc1ccc(OCC(O)CNC(C)C)c(C)c1
MOL_03_005040,COc1ccc(C(O)C(c2ccc(OC)cc2)C2OC(O)C(Cl)C2Cl)cc1
MOL_03_007665,Cc1cccc(OC2CC3CCC(C2)N3)c1
MOL_03_005165,COc1ccc2cc(C(O)C(C)N3CCN(Cc4ccccc4)CC3)ccc2c1Cl
MOL_03_007682,N#Cc1cccc(NC(O)Cn2cnc(S(O)(O)N3CCOCC3)c2)c1
MOL_03_006921,Cc1cccc(NS(O)(O)c2ccc(C)c(C(O)NCc3cccnc3)c2)c1
MOL_03_007421,OC(O)CCCN1C(O)C(O)C(C(O)c2ccc(Cl)cc2)C1c1ccccc1
MOL_03_007529,Cc1ccc(C2(c3ccc(C)cc3)CC2C(O)Nc2ccc(N(O)O)cc2O)cc1
MOL_03_003470,CC(O)c1cc2ccccc2s1
MOL_03_009588,CCC(O)N(c1ccccc1)C1(C(O)OC)CCN(CCn2cccc2CO)CC1
MOL_03_005504,CN1CCc2ccc(-c3ccc(-c4cncc(NS(O)(O)c5ccc(F)cc5F)c4)s3)cc2C1O
MOL_03_002849,NC(O)c1cccc(C2CC3CCC(C2)N3CCN(CC2CCCC2)C(O)CO)c1
MOL_03_002541,CCNc1nc(NCC)nc(SC)n1
MOL_03_009263,CCCC[PH](O)(O)c1ccccc1
MOL_03_002607,OC(CCCN1C(O)c2cccnc2C1O)Nc1ccccc1F
MOL_03_003223,Cc1nc(C2CC3CCN(C(O)c4ccsc4)CC3O2)no1
MOL_03_009839,CCOC1COC2(CCN(c3ccccn3)CC2)C1
MOL_03_009679,CC(C)CC(c1c(O)cc(O)c(C(O)CCc2ccccc2)c1O)C1C(O)C(C)(C)C(O)C(C)(C)C1O
MOL_03_002775,COc1ccc(-c2ccc(-c3cn(C(O)N4CCCCC4c4ccccc4)nn3)cc2)cc1
MOL_03_009016,CC1CCCCN1c1nc(O)c2c(n1)CN(Cc1ccc(O)cc1)CC2
MOL_03_004923,COc1ccc(N2Cc3ccccc3C2)cc1Cl
MOL_03_002796,CCCCCCCCCONCc1cc(OC)c2c(c1OC)C(O)CCC2O
MOL_03_008905,COc1cccc(CNC(O)c2ccnc(-c3cccc(CN(C)C4CCN(C)CC4)c3)c2)c1
MOL_03_002617,Cc1nc(C2CCN(C(O)C3CC(C)(N(C)C)CC3c3ccc(F)cc3F)CC2)n(-c2ccc(Cl)c(C)c2)n1
MOL_03_008734,CCC1C(O)C(CC)C23CC(C)CCC2C(C)C1O3
MOL_03_009605,CCOc1ccccc1CNn1nnnc1N
MOL_03_008090,CC12CCC3c4ccc(O)c(F)c4CCC3C1CC(I)C2O
MOL_03_004205,COC(O)c1c(O)cc(O)c(Cl)c1CCC(O)Nc1ncccc1Cl
MOL_03_002879,Cc1nn2c(CC3c4ccccc4NC3O)c(C)nc2s1
MOL_03_007694,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC(C(O)O)N2CCOCC2)cc1
MOL_03_004402,CCN(CCO)C1CC(O)N(c2ccccc2C)C1O
MOL_03_002375,CN1C(O)CCC2(C)C3CCC4(C)C(C5NC(C)(C)CO5)CCC4C3CCC12
MOL_03_004921,OC(COC(O)c1c2c(nc3ccccc13)C(Cc1cccc(N(O)O)c1)CCC2)NC1CCS(O)(O)C1
MOL_03_006755,OC1NC(S)SC1Cc1ccc2c(c1)N(Cc1ccc(C(F)(F)F)cc1)C(O)CO2
MOL_03_001856,COc1cc(OC)cc(N2CCN(C(O)c3onc(C)c3-c3ccccc3F)CC2)c1
MOL_03_009475,CC(CCC1CCCCC1)CCC(O)C1C(O)CN(C)C1O
MOL_03_010000,Cc1ccccc1NC(O)Cn1cc(C(C)O)c2ccccc21
MOL_03_008146,NC(S)NNCC1NCCC2CCCCC21
MOL_03_001559,OC1Nc2ccccc2C1NNC(S)N1CCCCC1
MOL_03_001850,OC(NCc1ccccc1)N1CCc2c(c(-c3ccccc3)nn2C(O)C2CCCCC2)C1
MOL_03_006184,CC(C)CCN1Cc2cccc3nc(O)n(c23)CC1C(C)C
MOL_03_004506,NC(O)c1ccc(-c2cc(C(O)NC3CCCCC3O)cnc2OCC2CC2)cc1
MOL_03_002725,COc1cc2c(cc1OC)C(O)C(Cc1ccc(Cl)cc1)CC2
MOL_03_009390,Nc1cc(CN2C(CCc3ccccc3)C(O)C(Cc3ccccc3)N(Cc3ccc(F)c(N)c3)C2O)ccc1F
MOL_03_009999,CCOC(O)c1cc(OCC(O)NC(C)C(C)C)cc(C(O)OCC)c1
MOL_03_002468,OC(CCNc1ccc(S(O)(O)Nc2ccnn2-c2ccccc2)cc1)c1ccc2c(c1)Nc1ccccc1S2
MOL_03_008026,Oc1cccc(C(O)CC(O)C(O)O)c1
MOL_03_000411,CC1(COC(O)CCC(O)O)CCC2c3ccc(O)cc3CCC2C1CC#N
MOL_03_008947,CS(O)(O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)c(F)c3)c2)cc1
MOL_03_004871,COc1cccc2c1nc(C(F)F)n2-c1nc(NC2CCN(S(C)(O)O)C2)nc(N2CCOCC2)n1
MOL_03_004860,CC(NC(O)c1c(O)nc(S)nc1O)c1ccc(N(O)O)cc1
MOL_03_002923,COc1ccccc1N1CCN(Cc2cccn2-c2ccccc2-c2ccccc2)CC1
MOL_03_004685,CCCc1cc(CC2SC(O)N(CCC(C)C)C2O)c(OC)cc1OC1CCCCO1
MOL_03_001365,CNc1nc(Nc2cnn(C(C)C)c2C)ncc1C(F)(F)F
MOL_03_009378,ONC(c1cnn(-c2ccc(F)c(F)c2)c1)c1cc(F)ccc1O
MOL_03_008962,Cc1cc(-c2cnc(NC(C)C)nc2-c2ccc(C)s2)on1
MOL_03_006663,COc1ccccc1CN(C)C(O)C1COc2ccccc2O1
MOL_03_008314,COc1cccc(OC)c1-c1cnnc(NCc2nc3ccccc3o2)n1
MOL_03_009809,Cn1c(NC(O)c2ccccc2NC(O)c2ccccc2)nc2ccccc21
MOL_03_005005,Cn1nccc1C1(CNC(O)c2cc3cc(Cl)ccc3o2)NC(O)NC1O
MOL_03_004967,COc1ccc(CN2CCN(C(c3ccccc3Cl)C(O)c3ccccc3)CC2)cc1
MOL_03_002298,COc1ccc(OC)c(S(O)(O)NCCc2cn3ccsc3n2)c1
MOL_03_000812,CCCCNCc1cn(-c2ccccc2)nc1C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C
MOL_03_001077,CC1CCN(C(O)C(CCn2ccnc2Cl)NS(O)(O)c2cc(Cl)c(N)c(Cl)c2)CC1
MOL_03_004869,COc1ccc2c(c1)CNc1c(ncnc1Oc1ccc(NC(O)C3(C(O)Nc4ccc(F)cc4)CC3)cc1)N2
MOL_03_000686,CCC(O)(CC)CCSC(C)C1CCC2C(CCC3CC(O)CC(O)C3)CCCC21C
MOL_03_000850,CCOC(O)C(Cc1cc2ccnc(N)c2cc1OC)N1CCC(NS(O)(O)c2cnc(N(C)C)c(C)c2)C1O
MOL_03_006711,Fc1ccc(COC2CCN(Cc3ccn4c(CC5CC5)nnc4c3C(F)(F)F)CC2)c(F)c1
MOL_03_000758,CC(c1ccc(NS(C)(O)O)c(F)c1)C(O)NCc1ccc(C(F)(F)F)nc1N1CCC(c2ccccc2)CC1
MOL_03_001757,C[SH](O)c1ccc(C(O)c2cc(CC(O)O)cc3ccoc23)cc1
MOL_03_007370,OC(Cc1ccncc1)NC1C(O)N2C1SCC(Cc1cccnc1)C2C(O)O
MOL_03_008384,CCOC(O)C(Cc1ccc(C#N)cc1)N(CC)CC
MOL_03_008754,CN(C)CCNC(O)C1Nc2cccc3cccc(c23)N1
MOL_03_007586,CCC(CC1CCCCC1O)S(O)(O)c1ccccc1
MOL_03_006106,OC1NC(O)N(Cc2ccc(F)cc2)C(O)C1CNCC1CCCO1
MOL_03_005778,OC(c1cnccn1)N1CCC2(CC1)CC(Oc1ccccc1)CO2
MOL_03_007969,CCc1cc(CC)n2nc(-c3ccc(OC)cc3)c(CC(O)N(C)C(C)(C)C)c2n1
MOL_03_006501,Cc1occc1C(O)N1CCOC2C(OCc3cccnc3)CCC21
MOL_03_007952,CNC(O)C1CCC(Nc2nc(C(F)(F)F)nc3c(C)cc(-c4cncs4)cc23)CC1
MOL_03_008726,CNCC1(c2ccc(N3CCc4c(C#N)nn(-c5ccc(OC)cc5)c4C3O)cc2)CC1
MOL_03_006133,CCCNC1CC(C)(C)CC(O)C1C(O)CCCN1C(O)c2ccccc2C1O
MOL_03_001965,Cc1c(S(O)(O)Nc2ccc3ncc(N4CCN(C)CC4)cc3c2)sc2ccc(Cl)cc12
MOL_03_009299,CC(C)Cc1ccc(-c2cc3nc(NCCOc4ccccc4)ccn3n2)cc1
MOL_03_000795,OC(O)CCCCC1SCC2NC(O)NC21
MOL_03_005328,OC(Nc1ccc2c(c1)C(O)C(O)NC2O)c1ccc(N(O)O)cc1
MOL_03_003884,CN(CC(CCN1CCC(c2c(F)cccc2[SH](C)O)CC1)c1ccc(Cl)c(Cl)c1)C(O)c1cc(C#N)cc2ccccc12
MOL_03_004617,CCOC(O)C1CC(c2ccc(N3CCOCC3)cc2)ON1
MOL_03_003985,OC1c2cc(OC(F)(F)F)ccc2N(Cc2ccc(-c3ccncc3)cc2)C1O
MOL_03_001163,OC1OCc2ccc(OCCOc3ccc(Cl)cc3)cc21
MOL_03_000306,Cc1ccc(Cl)cc1N1CCN(C(S)NCc2ccco2)CC1
MOL_03_002360,COc1ccc(C2CCC(C(O)O)C(c3cccc(Cl)c3)N2S(O)(O)c2ccccc2C)cc1
MOL_03_003392,CC12CCC3C(CCC4CC(C(O)O)CCC43C)C1CCC2C#N
MOL_03_005302,COC(O)C1(NC(O)C(N)CC(O)O)CCCCC1
MOL_03_003025,CN(C)CC(O)OCCCCCCCCCCNC(O)CCCCCNC(O)CCCCC1SCC2NC(O)NC21
MOL_03_004734,CCCCCCCCCN1C(CO)C(O)C(O)C(O)C1CCl
MOL_03_007118,COc1ccc(Nc2ncnc3c2C(c2ccc(OC)cc2)c2ccc4ccccc4c2O3)cc1
MOL_03_000816,CN(C)C(O)OCC1COc2ccccc2O1
MOL_03_003253,COC(O)c1cn(Cc2c(C)cc(C)cc2C)nn1
MOL_03_001839,c1cc(-c2cnc3c(-c4ccnc5ccccc45)cnn3c2)cc(N2CCNCC2)c1
MOL_03_007874,CN(C)Cc1cc(Nc2cc(C(F)(F)F)nc(NC(N)Nc3ccc(Oc4ccccc4)cc3)n2)ccc1O
MOL_03_003214,CCCc1c(OCCCCCCCc2cccc(O)c2O)ccc(C(O)O)c1O
MOL_03_003402,CCCC(O)N1CCC(c2ccc(NC(O)N3Cc4ccncc4C3)cc2)CC1
MOL_03_003433,CCc1cccc(CC)c1-c1cc(OC)c2c(n1)CCCC2Nc1ccccc1C#N
MOL_03_008577,CN(Cc1ccccc1)C1CCN(Cc2ccccc2N(O)O)CC1
MOL_03_005506,CCC(O)OCCCCCCCC(C)C
MOL_03_008656,CC(O)Nc1ccc(NC(O)c2ccc(COc3ccc(Cl)cc3Cl)o2)cc1
MOL_03_001178,COc1cccc(-c2nnc(-c3ccco3)o2)c1
MOL_03_007911,OC(O)c1sc(-c2cn(-c3ccccc3)nc2-c2ccc(Cl)cc2)nc1-c1ccccc1
MOL_03_005786,c1cc(CN2CCCNCCNCCNCCC2)cc(CN2CCCNCCNCCCNCC2)c1
MOL_03_000296,c1ccc2c(c1)Nc1ccncc1S2
MOL_03_008287,OC(NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)C(O)NC1c2ccccc2CC1O)OC1CCCOC1
MOL_03_009121,COc1ccc(C(O)Oc2cc(CNNS(O)(O)c3ccc(C)cc3)ccc2OC)cc1
MOL_03_005836,COc1ccc(CC(C)CC(O)Nc2ccc(OC)cc2)cc1
MOL_03_002715,CCC(O)(CCCN1CCN(c2ncccn2)CC1)c1ccc(F)cc1
MOL_03_000522,CC(C)c1ccc(CCCN(C)C)cc1
MOL_03_001619,Cc1nn(-c2ccccc2)c(O)c1C1(C(F)(F)F)C2C(O)CC(C)CC2N(c2ccccc2)C1O
MOL_03_004293,CCCNC(O)N1C(C#N)C(c2ccc(-c3ccccc3OC)cc2)C1CO
MOL_03_002916,COc1cccc(NC(O)CN(C)C(O)c2c(C)nn(Cc3ccc(C)cc3)c2Cl)c1
MOL_03_000110,Cc1ccc(C)c2nc(O)c(CN(Cc3ccc4c(c3)OCO4)Cc3nnnn3Cc3ccco3)cc12
MOL_03_005809,OCCC#Cc1cc(O)nnc1-c1ccccc1
MOL_03_006337,OC(NCc1cccs1)C1Cc2c(-c3ccccc3Oc3ccccc3)ccnc2O1
MOL_03_005083,C#CC#CC#Cc1ccc(CCC(N)(CO)CO)cc1
MOL_03_002696,OC(Nc1ccc(C2CCCCC2)cc1)c1nc(-c2cccc3ccccc23)oc1Cc1ccc(O[PH](O)(O)O)cc1
MOL_03_008013,COC(O)NC(C)CNc1nccc(-c2cn(C(C)C)nc2-c2ccnc(NS(C)(O)O)c2F)n1
MOL_03_005709,COc1ccc(Nc2nccc3c2ncn3C)cc1
MOL_03_007643,CC(C)Nc1ccc2cnn(-c3cncc(-c4ccc(C(O)O)cn4)n3)c2c1
MOL_03_001754,Cc1cccc(-c2nn3c(-c4ccco4)nnc3s2)c1
MOL_03_004911,CC(C)CN(CC(O)C(Cc1ccccc1)NC(O)CN(CC(O)N(C)C)C1CCOC1)S(O)(O)c1ccc(N)cc1
MOL_03_009840,Cc1cc(C)nc(N2CCCC(C(O)Nc3ccc4c(c3)OCCO4)C2)n1
MOL_03_001648,COc1cccc(Cn2nc(C(F)(F)F)c(Cc3ccc(F)cc3)c2O)c1
MOL_03_009036,Cn1ncc(NC(O)c2nc(-c3c(F)cccc3F)sc2N)c1N1CCNCC2(CCO2)C1
MOL_03_007283,CCC(O)Nc1ccc2ncnc(Nc3cccc4ccccc34)c2c1
MOL_03_006348,CON(Cc1cc(C(O)NOCCO)c(Nc2ccc(I)cc2F)c(F)c1F)C(O)CO
MOL_03_001566,CC1COCCN1c1nc(-c2cnc(N)nc2)c2c(n1)N(C1CCN(C(O)OC(C)(C)C)C1)CC2
MOL_03_006754,COC(O)CCc1ccc(OCCCCOc2ccc(C(O)CC(C)C)c(O)c2C)cc1O
MOL_03_004670,COc1cccc(C2CC(c3ccccc3)Nc3nc(N)nn32)c1
MOL_03_004397,CC1CCCC(C)N1CCc1cccc(C(O)c2ccccc2)c1
MOL_03_006808,CC1CC(O)(CC(O)O)c2ccc(F)cc2O1
MOL_03_008365,CN(C)C(S)NNC(c1ccc(I)cc1)c1ccccn1
MOL_03_005260,Cc1ccc(NC(O)c2ccc(NS(O)(O)c3ccc(Cl)nc3)cc2)cc1Nc1nccc(-c2cccnc2)n1
MOL_03_004392,CN1CCN(c2cnc3ccccc3n2)CC1
MOL_03_007847,CC1CCCC2(CCN3CCC4(CCCC(C)O4)NC3N2)O1
MOL_03_002988,Cc1onc(-c2ccccc2)c1C(O)NN1CCOCC1
MOL_03_009269,CCCCCCCCOCCCCCN1CC(O)C(O)C(O)C1CO
MOL_03_000202,CC1CSC2NC(CCc3ccc(Cl)cc3)C(C(O)CCc3ccc(Cl)cc3)C(c3ccccc3)N12
MOL_03_004074,Cc1nc2ccccc2n1-c1ccc(C(O)NC2CC2)s1
MOL_03_009852,CC(C)CS(O)(O)CCNC(O)Nc1cccc2ncccc12
MOL_03_004959,CN(C)c1ccc(S(O)(O)N2CCCCC2)cc1NC(O)CN1C(O)NC(C)(c2ccccc2)C1O
MOL_03_003558,CC#CC1CN(S(O)(O)c2ccc(N)nc2)CCN1c1ccc(C(O)(CO)C(F)(F)F)cn1
MOL_03_005043,Cc1ccccc1C(Cc1ccc(Cl)cc1Cl)Cn1ccnc1
MOL_03_002667,Cc1csc(C2c3nc4ccccc4c(O)c3CN2c2ncccn2)c1
MOL_03_003486,Cc1c(Cc2ccc3c(c2)OCO3)sc(NC(O)C2CC2)c1C(N)O
MOL_03_006852,CC1(C(O)NC2CCCC2)CN(c2cnccn2)CCO1
MOL_03_003090,NCc1cccc(-c2cccc(Oc3nc(OCC(O)O)c(F)cc3F)c2)c1
MOL_03_001901,CC(C)(C)c1cccc(CNC2CS(O)(O)CC(Cc3cc(O)c(N)c(F)c3)C2O)c1
MOL_03_008917,CN1CCN(CC2CC2)C(O)C12CCN(C(O)c1ccnnc1)CC2
MOL_03_009001,CCCCCCCCCCCCCCCCOc1cc(NC(C)O)c(N)cc1C(O)OC
MOL_03_002175,CNC1C(O)C(Cl)C(NC)C(O)C1Cl
MOL_03_008282,CC(O)Nc1cccc(-n2c(-c3nc(-c4cnn(C5CCN(C)CC5)c4)cnc3N)nc3ccccc32)c1
MOL_03_007294,Cc1nnc2sc(C(O)N3CC(C4CCCCC4)C3)c(N)c2c1C
MOL_03_003609,NCC1C(O)CCN1c1nc(Nc2ccc(NC(O)c3ccc4ccccc4c3O)cc2)nc(N2CC(N)CC(N)C2)n1
MOL_03_005313,CN1CCN(c2cccc(Nc3nc4c(C#Cc5ccccc5N(C)S(C)(O)O)cccn4n3)c2)CC1
MOL_03_004137,Cc1ccc2nc3ccccc3c(Nc3ccc(NS(O)(O)c4ccc(N(O)O)cc4)cc3)c2c1
MOL_03_004419,CCCCN(CCCC)C(O)Cc1c(-c2ccc(Cl)cc2)nc2ccccn12
MOL_03_009148,CC1CCN(c2nnnc3c2sc2nc(N4CCOCC4)c(C#N)cc23)CC1
MOL_03_008055,COc1ccc(NC(O)C2CCCN(c3cc(C)nc4ncnn34)C2)cc1
MOL_03_008391,CCc1ccc(C(CCNOC)NOC)cc1
MOL_03_002000,Nc1nc(O)cc(NC2CCCC2)n1
MOL_03_000801,OCC1CCCN1C(O)C1CCCN1C(O)c1cccc(C(O)N2CCCC2C(O)N2CCCC2)c1
MOL_03_001548,Cc1cc(N2CCC(NC(O)CCc3ccco3)CC2)nc(C)n1
MOL_03_004143,CC1NN(C(N)S)C(O)C1NNc1ccc(O)cc1
MOL_03_004706,OC(NC1CCCCC1)C1C(O)NC(CCc2ccccc2)C1O
MOL_03_000024,Cc1ccccc1NC(O)c1c(NC(O)C(O)(F)F)sc2c1CCCCC2
MOL_03_007901,COc1ccccc1N1CCN(C(O)CCCN2C(O)c3cccc4cccc(c34)C2O)CC1
MOL_03_006277,OC(NCc1ccccc1)C(Cc1ccccc1)NC(O)n1nnc2ccccc21
MOL_03_004260,Cc1ccccc1N(C)S(O)(O)c1nnc(NC(O)c2ccccc2F)s1
MOL_03_000102,OC(Nc1ccccc1)N1CCN(Cc2cccc(Oc3cccc(Cl)c3)c2)CC1
MOL_03_008448,OC(NC(C1CCC(OC(O)c2ccc(N(O)O)cc2)C1)C(O)N1CCCC1)OCc1ccccc1
MOL_03_001359,Cc1ccc(C(O)CCc2ccc(CNNC(O)c3ccncc3)cc2)c(C)c1
MOL_03_007241,c1ccc2c(NCC3CCCO3)nc(Nc3ccc4c(c3)OCO4)nc2c1
MOL_03_002885,CC(C)(N)C(O)NC(COCc1ccccc1)c1nnnn1CCOC(O)NCCCCO
MOL_03_000706,Oc1ccc(CCC(O)NCCCCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)cc1O
MOL_03_009706,COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OC1CCN(C)CC1
MOL_03_006848,Oc1ccc2c(c1)CCC1C2CCCN1CCCCNC(O)c1ccc(-c2ccccc2)cc1
MOL_03_008883,NC(N)c1ccc(NNCc2ccc(Oc3ccc(C(N)N)cc3)cc2)cc1
MOL_03_003279,COc1ccccc1NCCC(O)OCC(O)Nc1cccc(S(O)(O)N(C)C)c1
MOL_03_006531,CC(C)CCN1c2ccccc2N(CC23CC4CC(CC(C4)C2)C3)C(O)C(NC(O)Oc2cccc(N(C)C)c2)C1O
MOL_03_007411,OC(Nc1cccc(S(O)(O)NC2CCCN2)c1)c1ccc(F)cc1
MOL_03_002078,CCCC(C)(O)C1CC23CCC1(OC)C1Oc4c(O)ccc5c4C12CCN(C)C3C5
MOL_03_009480,CC(CS)C(O)N(CC(O)O)C1CSCCSC1
MOL_03_005585,NC(CSS(O)(O)O)NC1CC2CCC1C2
MOL_03_003056,N#Cc1ccc(Nc2ccc3cccc4c3c2C(O)CC4)cc1
MOL_03_001555,CC1CCCN(CCOCCOc2ccccc2-c2ccccc2)C1
MOL_03_003560,O[SH](Cc1ccccc1)c1ccccc1
MOL_03_003027,OC(NNCc1cccc2ccccc12)C(O)N1CCCC1
MOL_03_008587,OC(CC1C(O)NCCN1CC1CCCCC1)NCc1ccccc1Cl
MOL_03_007570,CCN(CC)CCN(c1nc2ccc(Cl)cc2s1)C(O)c1ccco1
MOL_03_004473,OC1C2CCN(CC2)C1Cc1ccncc1
MOL_03_003855,CCCCCCCCCC(CCCCCCCCC)NC(O)NC(CCC(O)O)(CCC(O)O)CCC(O)O
MOL_03_007439,Cc1cc(-c2sc(NC(C)O)nc2C)cc2c1C(O)N(C(C)C1CC1)C2
MOL_03_002633,CNc1ncnc2c1ncn2C1CC2O[PH](O)(O)O[PH](O)(O)OCC2O1
MOL_03_005006,COC1CCC2(CC1)Cc1ccc(OCC(F)(F)F)cc1C21NC(N)N(CC(F)(F)F)C1O
MOL_03_000707,Nc1cccc2c(-c3cccc(NC(O)c4ccc(C(F)(F)F)c(Cl)c4)c3)ccnc12
MOL_03_003378,COc1ccc(-c2nc(O)c3ccccc3n2)cc1OCc1ccc(F)cc1F
MOL_03_002167,CCCCC(O)C(O)C1OC2(C(O)C1C)C(O)N(C)C(OC)(C(O)c1ccccc1)C2O
MOL_03_009203,COc1ccc(S(O)(O)Nc2ccccc2Cl)cc1NC(C)O
MOL_03_003616,COc1ccc(-c2ccc3c(N)c(C(O)NC(C)C)sc3n2)cc1OC
MOL_03_001608,COc1cccc(CNNC(O)c2cnc3c(F)cccc3c2O)c1
MOL_03_001213,COc1ccc(-c2cc(CN(c3ncccn3)c3nc4ccccc4s3)on2)cc1
MOL_03_007390,Cc1ccc(NC(O)Nc2ccnc(-c3cccnc3)n2)cc1
MOL_03_001912,Cc1ccc(-c2cc(C(O)NC(C)c3ccc(F)cn3)cc(C3CC(c4ccccn4)ON3)c2)nc1
MOL_03_000980,CCCN(CCC1CCC(NS(O)(O)c2ccc(-c3ccccc3)cc2)CC1)C1CCc2nc(N)sc2C1
MOL_03_002479,OC1NC(S)NC(O)C1CCCc1ccccc1
MOL_03_007553,ONC(O)C1COCCC1NC(O)c1ccc(Cc2c(C(F)(F)F)nc3ccccn23)cc1
MOL_03_000213,OC(Nc1sc2c(c1C(O)NCc1ccco1)CCCC2)c1ccc2c(c1)OCO2
MOL_03_003709,COc1ccccc1CN1CCC(CNC(O)c2cc(Cl)cc(Cl)c2)(C(O)OC)CC1
MOL_03_008030,Cn1ncc2ccc(-c3ccnc(NCC(O)CN4CCc5ccccc5C4)c3)cc21
MOL_03_002261,CCCc1ccc(OC(O)CC)cc1
MOL_03_007043,COc1ccc(Nc2nnc(SCC(O)N(CC(C)C)C3CCS(O)(O)C3)s2)cc1
MOL_03_001837,CC(C)n1cc(-c2ccc(C#N)c(F)c2)c2ccc(NS(C)(O)O)cc21
MOL_03_002209,CC(C)(C)NC(O)c1ccccc1CC(O)C(Cc1ccccc1)NC(O)C(CS(O)(O)c1ccccn1)NS(C)(O)O
MOL_03_009609,N#Cc1cnc(SCC(O)N2CCCC2)nc1N
MOL_03_006460,OCC1OC(CC(O)NCc2ccccc2)CCC1NC(O)Nc1ccc2c(c1)OCO2
MOL_03_005447,COc1ccc2c(c1)SCc1cnc(NCc3ccc(Cl)cc3)nc1-2
MOL_03_002489,COc1ccc(C23Cc4cc(OC)c(OC)cc4C(O2)C2C(O)OC4(CCCCC4)CC2O3)cc1
MOL_03_001728,CCOCCOC(C)C(O)Nc1ccc2ccn(CCN(C)C)c2c1
MOL_03_007456,OCC1OC(SC2CCCC(n3cc(-c4ccccc4F)nn3)C2O)C(O)C(n2cc(-c3ccccc3F)nn2)C1O
MOL_03_006681,OS(O)(c1ccc(F)c(F)c1)N1CCCc2ccccc21
MOL_03_000668,Nc1nnc(-c2cn(-c3ccccc3)nc2-c2ccc(Cl)cc2)o1
MOL_03_004926,CC1CN(CC(O)Nc2ccc(S(N)(O)O)cc2)CC(C)O1
MOL_03_008292,OCCc1cc(O)cc(OC2OC(CO)C(O)C(O)C2O)c1
MOL_03_000267,NC(O)NNC(O)c1cc(O)c2cc(F)ccc2n1
MOL_03_004264,Cc1c(CN2CCC3(CCCN(Cc4ccc(C(C)C)cc4)C3O)C2)cnn1C
MOL_03_008556,COc1ccc(-c2ccoc2)cc1C1C2CCCC(C)C2C(O)N1Cc1ccccc1
MOL_03_004179,CNC(O)c1c(-n2ccnc2)oc2cc(N(C)S(C)(O)O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CO4)cc12
MOL_03_006880,COc1ccc(S(O)(O)NC2CC(C)(C)NC(C)(C)C2)c2ccccc12
MOL_03_009968,Cc1c(C(C)C2CCN(C(O)Nc3cccnc3)CC2)sc2ccccc12
MOL_03_001885,CC(C)(C)CC(O)N1CCCC2(CC(C(O)Nc3ccccc3)NO2)C1
MOL_03_009735,Cc1ccc(CCNC(O)c2c3c(nc4ccccc24)C(O)N(C2CCCCC2)C3)cc1
MOL_03_006505,CCCCCCCCCCC(O[PH](O)(O)O)O[PH](O)(O)O
MOL_03_002787,OC(COC(O)c1nc(Cl)ccc1Cl)Nc1ccc(Cl)cc1
MOL_03_003031,NC(O)c1cc(S(N)(O)O)c(Cl)cc1Cl
MOL_03_009887,Cc1c(C(O)Nc2ccc(C(F)(F)F)cc2)cnn1Cc1ccccc1
MOL_03_001248,COc1cc2nc(N3CCN(C(O)C4COc5ccccc5O4)C4CCCCC43)nc(N)c2cc1OC
MOL_03_004952,COc1ccc(NC(O)NC2CC2)c(OCC(O)CN2CCC3(CC2)Cc2cc(Cl)ccc2O3)c1
MOL_03_008495,CCC1(C)CCC(C(C)COC(O)CCC(O)OCC(C)C2CCC(C)(CC)C(C(C)C)C2)CC1C(C)C
MOL_03_000585,CC(Nc1nccc(N2C(O)OCC2(C)c2ccccc2)n1)c1cnn(-c2ccccc2)c1
MOL_03_008174,CC(C)NC(N)c1ccc2c(Cl)c(C(O)Nc3ccccc3)sc2c1
MOL_03_005141,CCCCCCCCCCCCc1ccc(CSCC(O)C(F)(F)F)cc1
MOL_03_000240,CCSCCC(N)C(O)C(O)Nc1ccc(NC(O)CCc2ccc(OC)cc2)cc1
MOL_03_008202,CSCSCCC12CCC(O)CC1CCC1C3CCC(O)C3(C)CCC12
MOL_03_008426,CCCCCCC(O)C(F)(F)C(O)CCCCC
MOL_03_007492,COC1=C(Nc2ccc(C(C)(C)C)cc2)C(O)=C1O
MOL_03_004405,COC1OC(CO)C(SC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O
MOL_03_007058,Cc1ccc2nc(N3CCNC(C)C3)nc(NCc3ccc(NC(O)c4ccc(F)cc4)cc3)c2c1
